order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_estimated_delivery_date,customer_state,total_price,total_frieght,item_count,target,is_late
2018-06-04 18:26:47,2018-06-06 03:11:15,2018-06-06 13:35:00,2018-06-28,SP,39.9,11.86,1,1,0
2018-01-21 18:52:06,2018-01-22 13:56:55,2018-01-25 15:53:04,2018-02-20,BA,49.9,19.59,1,11,0
2017-09-20 12:42:08,2017-09-20 12:55:21,2017-09-21 20:12:07,2017-11-13,AM,179.9,38.81,1,12,0
2017-05-07 19:37:27,2017-05-09 09:25:41,2017-05-16 11:26:52,2017-05-19,SP,49.9,7.78,1,1,0
2018-05-14 15:06:35,2018-05-14 15:17:57,2018-05-15 11:39:00,2018-06-14,SP,10.0,19.95,1,6,0
2018-05-02 23:23:48,2018-05-04 03:31:33,2018-05-04 14:25:00,2018-05-29,RJ,109.9,47.5,1,10,0
2018-01-19 14:30:28,2018-01-19 14:57:12,2018-01-22 17:03:21,2018-02-05,PR,18.9,8.27,1,0,0
2018-07-20 21:19:31,2018-07-20 21:30:48,2018-07-23 15:31:00,2018-08-13,SP,129.9,20.47,1,3,0
2018-02-08 09:41:27,2018-02-08 09:50:30,2018-02-09 18:33:10,2018-03-06,SP,64.0,23.7,2,11,0
2018-05-04 16:13:34,2018-05-04 16:30:31,2018-05-10 14:26:00,2018-05-28,SP,119.99,29.87,1,11,0
2018-01-22 09:26:07,2018-01-22 14:14:34,2018-01-23 22:28:38,2018-03-02,MG,89.8,17.07,1,10,0
2017-01-27 18:16:50,2017-01-28 10:31:24,2017-01-30 09:57:15,2017-03-15,SP,339.74,18.0,1,9,0
2017-06-20 12:05:42,2017-06-20 12:24:21,2017-06-20 15:03:13,2017-07-12,SP,54.99,16.14,1,7,0
2018-07-04 16:23:59,2018-07-05 16:32:20,2018-07-10 14:01:00,2018-07-19,SP,79.99,8.72,1,1,0
2017-11-23 20:21:40,2017-11-23 20:32:00,2017-11-24 18:36:58,2017-12-19,MG,56.99,15.15,1,17,0
2018-07-05 16:46:55,2018-07-06 12:11:00,2018-07-10 14:30:00,2018-07-18,SP,23.99,7.43,1,2,0
2018-06-14 17:08:06,2018-06-14 17:39:50,2018-06-15 12:19:00,2018-07-12,GO,29.9,19.4,1,11,0
2018-07-13 14:19:43,2018-07-14 14:15:10,2018-07-17 13:15:00,2018-08-01,ES,370.47,43.57,1,6,0
2018-03-20 14:27:40,2018-03-20 14:49:27,2018-03-23 00:38:41,2018-04-09,MG,179.49,16.14,1,10,0
2018-05-20 21:13:33,2018-05-22 08:16:22,2018-05-22 13:57:00,2018-06-14,MG,98.9,31.94,2,13,0
2018-07-09 19:07:40,2018-07-11 03:06:05,2018-07-11 15:07:00,2018-07-18,SP,27.9,7.94,1,1,0
2018-04-21 13:44:11,2018-04-24 19:27:33,2018-04-23 17:32:16,2018-05-25,CE,427.0,111.44,1,14,0
2018-05-15 14:07:20,2018-05-15 14:35:33,2018-05-24 12:24:00,2018-06-08,SP,68.9,13.6,1,17,1
2018-04-12 09:23:39,2018-04-13 12:50:05,2018-04-16 21:24:42,2018-05-09,SP,135.0,14.72,1,6,0
2017-08-28 13:02:23,2017-08-28 13:15:18,2017-08-28 19:56:37,2017-09-18,RJ,19.9,15.1,1,8,0
2017-09-18 22:08:37,2017-09-18 22:15:16,2017-09-19 17:13:01,2017-10-11,MG,158.0,25.95,1,3,0
2018-03-08 10:09:59,2018-03-08 10:28:40,2018-03-09 00:10:54,2018-03-26,SP,250.0,37.61,1,14,0
2018-06-20 09:55:17,2018-06-21 04:36:14,2018-06-22 15:07:00,2018-07-18,PR,99.99,18.8,1,11,0
2017-08-16 10:07:24,2017-08-16 10:25:10,2017-08-17 19:24:36,2017-09-05,SP,69.9,11.99,1,3,0
2018-02-20 23:03:44,2018-02-20 23:15:35,2018-03-06 22:45:31,2018-03-26,GO,239.0,35.47,1,16,0
2018-08-18 11:19:17,2018-08-18 11:30:38,2018-08-21 14:49:00,2018-09-06,BA,27.99,22.13,1,6,0
2018-05-01 10:10:41,2018-05-03 03:53:19,2018-05-03 15:44:00,2018-05-25,SP,69.9,19.46,1,6,0
2018-03-01 10:55:06,2018-03-02 02:15:35,2018-03-03 00:49:22,2018-03-26,PB,108.0,23.08,1,18,0
2018-04-29 21:17:37,2018-04-29 21:35:45,2018-05-03 11:36:00,2018-05-28,RS,8.9,15.23,1,5,0
2018-07-29 19:42:00,2018-07-30 20:30:55,2018-07-31 14:05:00,2018-08-09,RJ,110.0,30.57,1,6,0
2018-04-24 13:34:14,2018-04-24 17:42:46,2018-04-25 13:41:00,2018-05-17,SP,119.9,18.72,1,5,0
2018-07-28 19:07:40,2018-07-28 19:27:20,2018-07-30 14:06:00,2018-08-10,SP,103.6,35.72,4,1,0
2017-11-25 20:15:32,2017-11-25 20:34:42,2017-11-27 22:32:50,2017-12-26,RS,259.6,21.31,1,31,1
2018-06-21 09:34:58,2018-06-21 09:59:06,2018-06-21 14:34:00,2018-07-23,RS,37.47,18.36,1,5,0
2018-08-06 11:22:17,2018-08-06 11:35:44,2018-08-07 15:18:00,2018-08-14,SP,210.0,15.78,1,6,1
2018-05-07 11:34:38,2018-05-07 18:09:51,2018-05-11 05:21:00,2018-06-12,RJ,129.0,26.98,1,7,0
2017-04-26 12:43:22,2017-04-27 13:23:46,2017-04-28 10:28:20,2017-05-17,MG,479.99,64.0,1,7,0
2017-12-23 12:39:01,2017-12-23 12:50:35,2017-12-26 16:05:10,2018-01-22,MG,29.9,15.1,1,3,0
2018-06-07 12:27:49,2018-06-07 12:58:02,2018-06-29 15:34:00,2018-07-30,RJ,169.99,74.92,1,24,0
2017-09-18 15:53:51,2017-09-18 16:10:21,2017-09-19 18:32:59,2017-10-10,SP,155.07,62.550000000000004,3,6,0
2017-11-05 17:27:31,2017-11-05 17:35:34,2017-11-07 15:55:03,2017-11-28,RJ,135.0,18.2,1,7,0
2017-09-19 13:19:18,2017-09-19 13:35:18,2017-09-21 15:55:04,2017-10-16,MT,115.19999999999999,53.760000000000005,3,14,0
2018-04-02 21:44:47,2018-04-02 22:09:41,2018-04-04 21:47:39,2018-04-23,SP,250.0,37.77,1,4,0
2018-03-27 20:20:25,2018-03-27 20:35:24,2018-03-28 20:58:50,2018-05-09,BA,73.9,51.02,1,32,0
2017-08-15 21:02:06,2017-08-15 23:04:28,2017-08-17 11:15:47,2017-09-06,MG,134.99,15.7,1,5,0
2017-05-12 17:03:42,2017-05-12 17:15:12,2017-05-13 08:02:40,2017-05-22,SP,98.0,14.08,1,9,1
2018-03-09 11:20:51,2018-03-09 11:35:25,2018-03-13 21:48:35,2018-04-25,BA,109.9,23.9,1,13,0
2018-04-12 13:18:14,2018-04-12 13:30:55,2018-04-12 23:06:43,2018-05-15,MG,32.8,40.28,2,13,0
2018-01-28 22:17:22,2018-01-30 05:31:45,2018-01-30 15:49:00,2018-03-01,SP,10.5,14.1,1,19,0
2017-07-30 23:59:18,2017-07-31 00:50:15,2017-07-31 21:27:33,2017-08-24,ES,31.9,14.1,1,7,0
2018-07-22 23:18:54,2018-07-24 11:32:16,2018-08-01 17:45:00,2018-08-16,SP,49.99,23.5,1,2,0
2018-07-25 10:47:35,2018-07-25 11:04:57,2018-07-26 12:47:00,2018-08-02,SP,111.6,29.84,4,1,0
2018-01-09 14:26:27,2018-01-09 14:36:26,2018-01-10 19:10:48,2018-01-26,SP,95.15,13.22,1,2,0
2017-12-05 11:29:49,2017-12-05 11:37:30,2017-12-06 18:22:29,2017-12-29,RJ,348.8,16.19,1,20,0
2017-09-18 09:30:43,2017-09-19 03:45:12,2017-09-19 14:05:31,2017-10-06,SP,59.9,16.18,1,7,0
2018-05-03 15:32:21,2018-05-03 19:10:42,2018-05-04 14:40:00,2018-05-17,SP,55.0,11.15,1,5,0
2017-12-28 20:33:31,2017-12-29 02:10:04,2018-01-04 22:51:26,2018-01-29,MG,17.9,15.1,1,7,0
2017-12-03 15:20:42,2017-12-03 15:35:52,2017-12-06 00:22:40,2018-01-10,RJ,49.9,14.1,1,15,0
2018-05-24 15:26:24,2018-05-26 02:18:31,2018-05-28 14:29:00,2018-06-18,SP,149.0,12.27,1,3,0
2017-04-25 21:06:19,2017-04-25 21:15:12,2017-04-27 11:59:50,2017-05-24,RS,30.0,16.05,1,11,0
2018-07-22 15:56:15,2018-07-23 12:31:42,2018-07-23 16:55:00,2018-08-06,MG,129.9,22.66,1,7,0
2017-07-16 20:59:06,2017-07-18 06:05:36,2017-07-19 20:07:58,2017-08-16,RS,199.98,103.66,2,21,0
2017-10-24 17:22:54,2017-10-24 17:49:27,2017-11-17 00:24:49,2017-11-13,PR,88.6,20.11,1,3,1
2017-09-02 19:28:43,2017-09-05 14:10:15,2017-09-06 13:12:40,2017-09-27,PR,124.97999999999999,30.48,2,7,0
2018-08-07 15:05:05,2018-08-07 15:15:22,2018-08-14 14:09:00,2018-08-15,SP,110.32,8.03,1,1,1
2018-06-01 01:20:55,2018-06-01 02:33:09,2018-06-04 15:09:00,2018-06-29,SP,899.0,20.38,1,4,0
2018-07-04 09:53:34,2018-07-05 16:33:13,2018-07-06 08:32:00,2018-08-08,RJ,26.19,18.28,1,4,0
2017-06-02 19:43:28,2017-06-02 19:55:16,2017-06-06 14:04:44,2017-06-21,SP,99.0,9.44,1,1,0
2017-07-29 13:49:03,2017-07-29 14:03:15,2017-07-31 15:22:53,2017-09-06,PA,379.99,44.69,1,16,0
2017-06-30 12:53:42,2017-06-30 13:05:21,2017-07-10 14:29:46,2017-08-01,MG,134.9,33.39,1,9,0
2018-05-14 19:56:23,2018-05-14 20:10:02,2018-05-15 12:41:00,2018-06-01,SC,185.0,19.81,1,6,0
2018-03-04 13:10:50,2018-03-06 03:51:11,2018-03-07 19:43:11,2018-04-03,MT,69.9,23.36,1,37,1
2017-08-07 08:51:10,2017-08-07 09:23:49,2017-08-08 18:58:43,2017-09-06,CE,59.7,21.22,1,13,0
2017-11-30 00:28:05,2017-12-01 11:31:30,2017-12-01 21:41:57,2017-12-29,SP,55.0,25.67,1,5,0
2017-07-24 23:37:01,2017-07-24 23:50:11,2017-07-26 03:08:03,2017-08-25,CE,94.9,17.94,1,14,0
2017-08-01 10:28:27,2017-08-01 10:43:59,2017-08-02 19:25:57,2017-09-04,CE,299.99,39.65,1,12,0
2018-01-09 22:33:08,2018-01-10 10:31:31,2018-01-15 23:44:58,2018-02-05,PE,62.9,28.84,1,6,0
2018-02-04 19:12:13,2018-02-04 19:28:56,2018-02-15 19:35:39,2018-03-01,RJ,110.27,20.26,1,6,0
2018-04-26 14:56:40,2018-04-27 03:10:37,2018-04-27 14:10:00,2018-05-24,SP,154.0,17.99,1,6,0
2018-04-24 10:06:26,2018-04-25 04:11:12,2018-04-25 15:13:00,2018-05-17,SP,239.0,57.93,1,7,0
2018-08-07 14:05:50,2018-08-07 14:15:17,2018-08-07 12:39:00,2018-08-21,RJ,299.98,32.3,2,6,0
2017-11-28 14:49:26,2017-11-28 15:18:39,2017-11-29 19:27:13,2017-12-19,MG,49.0,14.1,1,8,0
2018-07-04 20:41:03,2018-07-05 16:06:59,2018-07-05 14:19:00,2018-07-25,SP,35.0,13.83,1,6,0
2017-08-15 08:31:44,2017-08-15 08:45:13,2017-08-15 19:22:29,2017-08-28,SP,139.9,9.79,1,0,0
2018-03-10 08:45:33,2018-03-12 17:35:50,2018-03-14 23:57:35,2018-04-12,PE,540.0,40.47,1,14,0
2018-07-12 17:59:14,2018-07-14 02:45:11,2018-07-17 13:46:00,2018-08-07,PE,169.9,20.1,1,8,0
2018-03-02 00:20:31,2018-03-02 00:49:14,2018-03-05 19:58:24,2018-03-20,SP,69.9,11.99,1,3,0
2018-04-25 14:33:31,2018-04-25 14:51:39,2018-04-26 14:17:00,2018-05-15,SP,439.9,24.68,1,6,0
2017-04-13 00:49:53,2017-04-13 01:05:28,2017-04-15 07:26:52,2017-05-10,SP,64.58,17.44,2,3,0
2018-05-10 19:22:50,2018-05-10 19:37:44,2018-05-12 08:18:00,2018-06-01,MG,144.0,18.89,1,6,0
2017-08-13 22:25:01,2017-08-13 22:43:51,2017-08-14 21:07:53,2017-09-08,RS,34.99,14.1,1,2,0
2018-04-20 17:54:03,2018-04-24 18:58:58,2018-04-23 23:56:46,2018-05-10,RJ,120.0,14.15,1,3,0
2018-05-18 15:31:00,2018-05-18 15:55:37,2018-05-21 15:21:00,2018-06-04,SP,46.0,12.79,1,2,0
2017-11-23 22:00:33,2017-11-23 23:12:29,2017-11-27 22:26:39,2017-12-20,SC,319.9,67.05,1,16,0
2017-08-19 21:29:49,2017-08-19 21:45:11,2017-08-22 23:00:01,2017-09-13,SP,109.9,12.9,1,6,0
2018-02-28 20:29:52,2018-03-01 02:48:54,2018-03-02 21:56:50,2018-03-13,SP,49.9,7.78,1,2,0
2017-05-31 20:11:18,2017-06-01 20:23:10,2017-06-02 15:49:56,2017-06-23,SP,132.9,14.68,1,0,0
2018-07-11 09:20:53,2018-07-13 03:04:22,2018-07-18 16:23:00,2018-08-13,SP,133.9,19.04,1,5,0
2018-05-29 12:04:25,2018-05-29 13:31:13,2018-05-30 13:46:00,2018-07-16,SE,197.5,20.35,1,12,0
2018-03-19 22:16:30,2018-03-19 22:28:02,2018-03-23 00:03:48,2018-04-11,MG,39.9,17.93,1,4,0
2018-05-09 20:52:27,2018-05-09 21:15:16,2018-05-15 12:23:00,2018-06-06,RJ,183.0,19.16,1,17,0
2018-03-23 10:10:19,2018-03-23 10:29:05,2018-03-23 21:51:46,2018-04-05,SP,69.9,12.43,1,5,0
2018-05-24 12:16:48,2018-05-25 08:14:40,2018-05-29 10:09:00,2018-07-05,CE,99.99,37.39,1,6,0
2018-06-07 06:51:59,2018-06-09 03:13:22,2018-06-15 14:58:00,2018-07-17,RS,105.0,23.66,1,10,0
2017-08-27 14:15:47,2017-08-27 14:25:14,2017-09-06 21:21:58,2017-09-14,RJ,160.0,14.87,1,4,0
2018-06-05 18:15:38,2018-06-05 18:35:26,2018-06-06 13:12:00,2018-07-24,PA,161.9,87.67,3,13,0
2018-07-26 13:14:40,2018-07-27 02:10:59,2018-07-27 14:24:00,2018-08-14,SC,22.0,18.25,1,6,0
2018-06-17 17:39:53,2018-06-17 17:55:08,2018-06-18 13:03:00,2018-07-18,SP,32.9,8.47,1,1,0
2018-02-02 15:16:38,2018-02-02 15:30:26,2018-02-08 18:18:37,2018-03-02,GO,98.0,15.45,1,11,0
2017-08-21 18:36:21,2017-08-21 18:50:19,2017-08-25 19:33:57,2017-09-06,SP,86.8,7.86,1,2,0
2018-08-11 16:26:57,2018-08-12 16:24:35,2018-08-16 13:40:00,2018-08-30,SP,22.32,15.26,1,4,0
2018-02-22 10:28:28,2018-02-24 03:20:28,2018-02-26 21:25:23,2018-03-20,PR,89.0,15.37,1,20,0
2018-03-08 16:07:03,2018-03-08 16:54:56,2018-03-13 21:28:39,2018-04-17,SP,58.5,12.85,1,2,0
2018-06-19 08:44:39,2018-06-19 09:18:20,2018-06-19 15:56:00,2018-07-11,SP,65.9,9.21,1,1,0
2017-12-04 15:13:28,2017-12-06 16:16:24,2017-12-09 16:38:45,2017-12-27,SP,59.0,13.43,1,6,0
2018-08-06 11:46:04,2018-08-07 11:05:12,2018-08-17 14:48:00,2018-08-22,SP,119.85,15.15,1,3,0
2018-02-15 15:09:15,2018-02-15 15:27:10,2018-02-17 00:24:55,2018-03-15,MT,120.0,28.22,1,33,1
2018-03-06 08:37:03,2018-03-06 08:50:29,2018-03-06 19:55:05,2018-04-10,RJ,99.9,24.35,1,37,1
2018-02-20 13:53:47,2018-02-22 02:10:38,2018-02-28 22:09:14,2018-03-21,CE,149.9,33.5,1,14,0
2017-12-05 19:49:09,2017-12-05 19:59:32,2017-12-06 21:21:59,2018-01-08,BA,255.0,18.23,1,16,0
2018-04-10 08:23:28,2018-04-10 12:35:18,2018-04-13 21:19:24,2018-05-07,BA,134.9,23.87,1,104,1
2017-04-02 11:52:40,2017-04-02 13:05:15,2017-04-05 14:20:15,2017-04-26,SP,118.0,23.6,2,1,0
2017-04-23 20:30:07,2017-04-25 06:35:21,2017-04-25 14:12:08,2017-05-17,RJ,29.0,14.52,1,7,0
2018-03-20 14:27:32,2018-03-21 09:48:05,2018-03-21 22:05:44,2018-04-12,ES,284.0,24.57,1,2,0
2018-05-06 13:57:58,2018-05-06 14:15:10,2018-05-07 11:15:00,2018-06-04,MA,55.0,22.89,1,15,0
2017-10-31 19:53:44,2017-10-31 20:10:23,2017-11-01 19:05:30,2017-11-23,SP,34.9,15.1,1,8,0
2017-12-27 13:17:00,2017-12-27 13:27:48,2017-12-27 20:28:40,2018-01-22,SP,49.9,13.43,1,6,0
2018-01-10 23:12:15,2018-01-10 23:28:16,2018-01-11 22:56:02,2018-02-05,PE,65.99,20.86,1,10,0
2018-05-13 12:26:09,2018-05-14 12:40:04,2018-05-15 10:43:00,2018-05-30,DF,47.99,12.01,1,6,0
2018-08-14 17:50:05,2018-08-14 18:44:18,2018-08-20 11:48:00,2018-08-28,RS,639.0,17.81,1,2,0
2018-02-24 14:59:24,2018-02-27 03:10:34,2018-03-14 01:11:23,2018-03-22,RJ,148.0,17.48,1,8,1
2017-03-15 16:00:40,2017-03-15 16:00:40,2017-03-21 11:38:10,2017-04-26,BA,199.0,32.99,1,28,0
2017-02-13 10:55:17,2017-02-15 02:50:23,2017-02-15 13:17:37,2017-03-14,RJ,18.99,14.11,1,6,0
2017-11-25 12:49:04,2017-11-27 12:55:23,2017-11-29 22:44:42,2018-01-02,BA,84.99,18.16,1,27,0
2017-07-03 16:32:59,2017-07-03 16:45:13,2017-07-06 16:33:15,2017-07-27,RJ,79.0,18.79,1,5,0
2018-08-20 10:46:56,2018-08-20 15:10:42,2018-08-21 17:55:00,2018-08-24,SP,107.9,11.78,1,2,0
2017-06-06 14:47:59,2017-06-06 15:02:48,2017-06-07 15:28:01,2017-06-29,PR,229.99,18.86,1,12,0
2017-12-02 13:41:29,2017-12-02 13:53:21,2017-12-07 15:13:55,2017-12-20,SP,34.3,8.11,1,5,0
2018-05-08 08:10:04,2018-05-10 03:50:26,2018-05-10 12:15:00,2018-05-30,MG,148.6,72.92999999999999,4,5,0
2017-03-13 18:13:52,2017-03-13 18:13:52,2017-03-14 14:24:23,2017-04-03,SP,53.9,14.55,1,1,0
2018-06-22 12:56:53,2018-06-22 13:58:19,2018-06-26 07:06:00,2018-07-05,SP,14.4,7.39,1,1,0
2018-02-24 07:06:10,2018-02-24 07:15:23,2018-03-01 02:37:30,2018-03-12,SP,20.99,7.78,1,4,0
2017-09-19 08:40:50,2017-09-20 02:24:09,2017-09-20 22:22:25,2017-10-06,RS,279.99,27.0,1,11,0
2017-05-01 09:40:06,2017-05-01 09:50:18,2017-05-04 11:52:53,2017-05-23,SP,79.9,11.17,1,4,0
2017-04-15 15:14:09,2017-04-15 15:25:08,2017-04-20 07:39:25,2017-05-15,RJ,449.9,19.99,1,12,0
2018-03-27 13:26:08,2018-03-28 02:47:57,2018-03-29 23:22:12,2018-04-30,RJ,70.0,30.36,2,6,0
2017-09-12 14:22:42,2017-09-13 03:25:52,2017-09-13 19:16:38,2017-09-28,SP,49.0,11.85,1,6,0
2018-01-11 13:27:24,2018-01-11 13:39:26,2018-01-15 23:08:35,2018-02-05,SP,95.2,13.01,1,3,0
2018-03-16 14:40:05,2018-03-16 14:55:22,2018-03-19 16:41:42,2018-03-28,SP,34.99,8.64,1,1,0
2017-04-01 23:33:23,2017-04-01 23:45:07,2017-04-06 12:58:09,2017-04-26,SP,89.9,18.91,1,6,0
2018-07-25 16:21:06,2018-07-26 09:04:38,2018-07-26 12:03:00,2018-08-31,AC,173.67,39.66,1,12,0
2018-02-27 10:03:43,2018-02-27 10:10:28,2018-03-03 15:24:32,2018-03-28,BA,149.9,38.6,1,39,1
2018-07-03 09:58:21,2018-07-05 16:40:33,2018-07-06 11:12:00,2018-07-24,SP,169.9,37.27,1,6,0
2018-02-24 15:22:38,2018-02-25 15:40:24,2018-02-26 19:03:35,2018-03-26,MG,93.6,18.23,1,13,0
2017-07-22 22:18:52,2017-07-22 22:30:11,2017-07-28 20:51:36,2017-08-10,SP,209.99,31.77,1,7,0
2018-06-12 12:08:29,2018-06-13 18:24:41,2018-06-14 14:01:00,2018-07-05,SP,70.9,17.43,1,6,0
2018-01-11 20:40:01,2018-01-12 09:28:28,2018-01-16 22:14:28,2018-01-30,SP,99.9,11.9,1,1,0
2018-03-14 12:26:50,2018-03-14 13:08:17,2018-03-14 23:58:47,2018-03-26,SP,154.0,16.6,2,0,0
2018-06-15 23:32:07,2018-06-16 00:00:50,2018-06-18 13:01:00,2018-06-28,SP,272.0,18.22,2,1,0
2018-03-06 16:33:50,2018-03-06 16:56:34,2018-03-10 00:22:41,2018-03-27,ES,34.3,18.23,1,37,1
2018-03-20 10:54:13,2018-03-20 11:10:34,2018-03-22 18:57:53,2018-04-16,CE,49.0,37.04,1,15,0
2018-06-17 18:26:51,2018-06-17 18:35:15,2018-06-26 14:31:00,2018-07-05,SP,35.9,17.46,1,1,0
2017-04-01 17:11:03,2017-04-01 17:22:42,2017-04-07 13:22:59,2017-04-26,SP,175.3,19.51,1,12,0
2018-05-03 16:24:43,2018-05-03 16:35:23,2018-05-04 14:25:00,2018-06-08,MG,569.0,103.37,1,11,0
2018-03-13 14:00:17,2018-03-15 03:29:21,2018-03-16 17:52:47,2018-03-26,SP,270.9,14.8,1,2,0
2018-07-08 22:48:12,2018-07-08 23:05:25,2018-07-09 14:17:00,2018-07-26,RS,42.72,26.98,2,2,0
2018-03-01 11:05:55,2018-03-01 11:29:15,2018-03-06 22:58:54,2018-03-26,RS,139.99,17.23,1,7,0
2018-03-14 15:47:48,2018-03-14 16:08:22,2018-03-20 21:17:48,2018-03-26,SP,27.9,8.88,1,1,0
2018-05-31 13:18:45,2018-05-31 13:35:19,2018-06-12 13:53:00,2018-07-11,PE,109.99,27.32,1,9,0
2017-06-26 12:40:35,2017-06-27 04:15:13,2017-06-28 16:33:38,2017-07-21,RS,42.99,15.1,1,9,0
2017-05-23 17:33:55,2017-05-25 03:02:44,2017-05-30 11:54:41,2017-06-23,MT,86.8,31.58,2,6,0
2018-08-02 21:00:24,2018-08-03 08:15:29,2018-08-03 16:04:00,2018-09-10,BA,48.0,22.27,1,17,0
2018-04-04 08:13:01,2018-04-05 02:28:08,2018-04-05 20:12:53,2018-04-24,SP,53.9,13.46,1,18,1
2017-05-24 16:08:55,2017-05-24 16:22:42,2017-05-26 04:37:38,2017-06-19,RJ,125.93,14.63,1,5,0
2018-01-01 22:11:36,2018-01-01 22:27:26,2018-01-03 14:19:21,2018-01-18,SP,158.9,58.9,1,9,0
2018-07-18 18:01:48,2018-07-19 14:22:57,2018-07-20 14:20:00,2018-08-13,PI,36.9,50.98,1,12,0
2018-06-01 07:11:05,2018-06-01 15:52:45,2018-06-04 09:14:00,2018-07-04,SP,55.0,12.83,1,7,0
2018-06-02 21:48:38,2018-06-02 22:11:36,2018-06-04 15:15:00,2018-07-05,SP,48.9,13.71,1,3,0
2018-06-01 13:09:45,2018-06-01 13:31:52,2018-06-05 09:22:00,2018-06-26,SP,101.88,13.15,1,4,0
2018-04-11 12:04:25,2018-04-11 12:15:26,2018-04-12 14:42:56,2018-04-27,SP,74.69999999999999,25.92,3,1,0
2018-08-06 21:18:30,2018-08-06 21:25:15,2018-08-07 10:34:00,2018-08-17,RJ,69.9,41.47,1,6,0
2018-04-05 20:59:20,2018-04-05 21:10:15,2018-04-07 01:19:37,2018-04-27,MG,62.0,15.31,1,11,0
2017-11-11 12:47:01,2017-11-11 12:55:51,2017-11-16 21:54:42,2017-12-05,RJ,89.99,15.39,1,4,0
2017-11-24 13:04:08,2017-11-24 15:33:21,2017-11-27 14:26:36,2017-12-14,SP,69.99,14.24,1,7,0
2018-04-21 22:09:47,2018-04-24 17:16:50,2018-04-23 23:17:42,2018-05-23,MG,99.9,24.69,1,13,0
2018-06-12 10:31:26,2018-06-12 11:00:14,2018-06-13 11:55:00,2018-07-12,PE,21.89,22.87,1,6,0
2018-07-17 09:01:39,2018-07-19 02:45:13,2018-07-19 13:33:00,2018-08-01,RJ,96.0,26.97,1,6,0
2017-05-25 09:26:04,2017-05-26 02:42:43,2017-05-26 12:43:32,2017-06-07,SP,199.99,8.65,1,0,0
2018-08-13 15:59:07,2018-08-14 04:50:16,2018-08-14 14:33:00,2018-08-17,SP,49.0,7.6,1,1,0
2017-11-30 11:06:14,2017-11-30 11:14:26,2017-12-05 22:54:53,2017-12-27,SP,30.9,11.85,1,5,0
2018-08-10 00:10:24,2018-08-10 15:50:17,2018-08-10 15:20:00,2018-08-23,SP,64.9,18.25,1,5,0
2017-11-30 20:55:26,2017-12-02 20:56:22,2017-12-05 22:22:46,2018-01-05,MG,69.98,35.2,2,12,0
2017-10-01 19:48:02,2017-10-03 03:49:16,2017-10-04 10:38:21,2017-10-25,DF,29.9,14.1,1,4,0
2017-08-12 15:07:19,2017-08-12 15:23:52,2017-08-14 16:22:59,2017-09-01,SP,59.9,11.92,1,0,0
2017-11-10 22:13:14,2017-11-14 04:06:56,2017-11-16 23:41:49,2017-11-30,RJ,27.99,14.1,1,4,0
2018-04-15 14:14:01,2018-04-15 14:31:30,2018-04-17 14:56:55,2018-05-14,SP,45.95,12.79,1,3,0
2018-05-17 16:42:19,2018-05-17 20:32:14,2018-05-18 16:56:00,2018-06-19,SP,97.0,23.22,1,4,0
2018-07-05 10:50:12,2018-07-05 16:14:43,2018-07-06 15:47:00,2018-08-01,DF,15.0,20.4,1,4,0
2017-10-19 17:01:02,2017-10-20 16:56:52,2017-10-23 16:49:54,2017-11-07,SP,142.5,12.5,1,4,0
2017-04-13 16:00:12,2017-04-13 16:10:10,2017-04-19 09:43:15,2017-05-09,PR,430.0,45.47,1,16,0
2018-01-30 14:10:05,2018-01-30 14:31:20,2018-02-03 03:54:46,2018-02-23,SP,39.0,24.96,2,6,0
2018-04-15 13:53:12,2018-04-15 14:09:43,2018-04-16 18:34:30,2018-04-30,SP,21.9,8.29,1,0,0
2017-06-07 17:22:21,2017-06-09 02:15:18,2017-06-09 16:13:21,2017-07-04,RS,269.0,17.64,1,12,0
2018-04-06 17:45:28,2018-04-06 17:55:25,2018-04-09 23:21:48,2018-04-24,SP,59.99,8.88,1,1,0
2017-04-28 23:04:22,2017-04-28 23:15:19,2017-05-02 09:34:43,2017-05-22,SP,129.9,14.68,1,22,1
2017-07-13 21:10:06,2017-07-13 21:24:29,2017-07-14 19:32:31,2017-08-08,RJ,69.9,15.24,1,6,0
2017-05-30 08:42:12,2017-05-31 15:10:11,2017-06-01 16:53:54,2017-06-12,SP,39.96,34.88,4,3,0
2018-04-27 12:03:22,2018-04-28 02:51:43,2018-05-03 12:10:00,2018-05-18,SP,52.98,12.81,1,12,0
2017-07-24 16:54:39,2017-07-24 17:05:18,2017-08-01 20:59:59,2017-08-17,SP,199.97,36.91,1,2,0
2018-01-13 01:18:04,2018-01-13 01:28:35,2018-01-15 13:48:20,2018-02-16,RS,44.9,16.11,1,14,0
2017-07-04 16:04:38,2017-07-04 16:15:21,2017-07-05 17:35:48,2017-08-02,SC,499.9,20.75,1,9,0
2017-01-25 12:49:36,2017-01-25 13:02:09,2017-01-26 10:40:10,2017-03-06,SP,57.8,28.22,2,4,0
2017-04-29 14:26:02,2017-04-29 14:35:17,2017-05-02 09:34:37,2017-05-29,RS,149.9,24.87,1,6,0
2017-11-08 22:53:22,2017-11-08 23:11:11,2017-11-13 16:21:50,2017-11-28,SP,20.3,11.85,1,10,0
2018-02-14 15:24:55,2018-02-15 15:15:37,2018-02-16 18:50:56,2018-03-12,DF,104.0,26.01,1,19,0
